[Current] DELIVERY - Takes(s): 9.4, Count: 14, TPM: 89.5, Sum(ms): 5475.6, Avg(ms): 391.3, 50th(ms): 352.3, 90th(ms): 453.0, 95th(ms): 453.0, 99th(ms): 805.3, 99.9th(ms): 805.3, Max(ms): 805.3
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 17, TPM: 104.5, Sum(ms): 47.7, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 3.7, 99.9th(ms): 3.7, Max(ms): 3.7
[Current] PAYMENT - Takes(s): 10.0, Count: 187, TPM: 1124.0, Sum(ms): 15247.3, Avg(ms): 81.7, 50th(ms): 71.3, 90th(ms): 96.5, 95th(ms): 142.6, 99th(ms): 302.0, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 11, TPM: 66.6, Sum(ms): 43.6, Avg(ms): 4.0, 50th(ms): 4.2, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.8, Count: 21, TPM: 128.8, Sum(ms): 9326.0, Avg(ms): 445.4, 50th(ms): 402.7, 90th(ms): 604.0, 95th(ms): 671.1, 99th(ms): 704.6, 99.9th(ms): 704.6, Max(ms): 704.6
[Current] NEW_ORDER - Takes(s): 9.8, Count: 169, TPM: 1035.0, Sum(ms): 13367.8, Avg(ms): 79.2, 50th(ms): 67.1, 90th(ms): 88.1, 95th(ms): 159.4, 99th(ms): 318.8, 99.9th(ms): 385.9, Max(ms): 385.9
[Current] ORDER_STATUS - Takes(s): 9.0, Count: 15, TPM: 99.7, Sum(ms): 46.8, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 9.8, Count: 206, TPM: 1257.8, Sum(ms): 17603.2, Avg(ms): 85.5, 50th(ms): 71.3, 90th(ms): 113.2, 95th(ms): 201.3, 99th(ms): 402.7, 99.9th(ms): 436.2, Max(ms): 436.2
[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 20, TPM: 126.1, Sum(ms): 78.0, Avg(ms): 4.0, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.8, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.8, Count: 22, TPM: 134.4, Sum(ms): 8172.9, Avg(ms): 373.3, 50th(ms): 352.3, 90th(ms): 402.7, 95th(ms): 419.4, 99th(ms): 738.2, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 198, TPM: 1192.9, Sum(ms): 16090.9, Avg(ms): 81.3, 50th(ms): 67.1, 90th(ms): 92.3, 95th(ms): 176.2, 99th(ms): 419.4, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 11, TPM: 66.4, Sum(ms): 35.8, Avg(ms): 3.3, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 182, TPM: 1092.7, Sum(ms): 15413.2, Avg(ms): 84.8, 50th(ms): 71.3, 90th(ms): 121.6, 95th(ms): 176.2, 99th(ms): 402.7, 99.9th(ms): 419.4, Max(ms): 419.4
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 22, TPM: 132.2, Sum(ms): 82.4, Avg(ms): 3.7, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.6, Count: 23, TPM: 143.7, Sum(ms): 9661.7, Avg(ms): 420.9, 50th(ms): 369.1, 90th(ms): 637.5, 95th(ms): 671.1, 99th(ms): 671.1, 99.9th(ms): 671.1, Max(ms): 671.1
[Current] NEW_ORDER - Takes(s): 9.6, Count: 194, TPM: 1208.1, Sum(ms): 15921.7, Avg(ms): 82.1, 50th(ms): 67.1, 90th(ms): 104.9, 95th(ms): 176.2, 99th(ms): 369.1, 99.9th(ms): 369.1, Max(ms): 369.1
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 16, TPM: 101.1, Sum(ms): 47.1, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 4.7, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 165, TPM: 990.5, Sum(ms): 13436.3, Avg(ms): 81.5, 50th(ms): 75.5, 90th(ms): 104.9, 95th(ms): 134.2, 99th(ms): 226.5, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 20, TPM: 120.5, Sum(ms): 68.2, Avg(ms): 3.4, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.4, Count: 16, TPM: 102.6, Sum(ms): 7246.1, Avg(ms): 454.6, 50th(ms): 369.1, 90th(ms): 604.0, 95th(ms): 738.2, 99th(ms): 939.5, 99.9th(ms): 939.5, Max(ms): 939.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 176, TPM: 1056.4, Sum(ms): 14675.1, Avg(ms): 83.5, 50th(ms): 67.1, 90th(ms): 113.2, 95th(ms): 192.9, 99th(ms): 352.3, 99.9th(ms): 453.0, Max(ms): 453.0
[Current] ORDER_STATUS - Takes(s): 9.4, Count: 13, TPM: 83.1, Sum(ms): 41.8, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 9.8, Count: 193, TPM: 1186.3, Sum(ms): 18600.9, Avg(ms): 96.4, 50th(ms): 75.5, 90th(ms): 167.8, 95th(ms): 251.7, 99th(ms): 436.2, 99.9th(ms): 503.3, Max(ms): 503.3
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 11, TPM: 67.5, Sum(ms): 39.2, Avg(ms): 3.6, 50th(ms): 3.7, 90th(ms): 4.7, 95th(ms): 4.7, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.9, Count: 21, TPM: 126.8, Sum(ms): 8382.5, Avg(ms): 398.7, 50th(ms): 369.1, 90th(ms): 570.4, 95th(ms): 570.4, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 194, TPM: 1166.6, Sum(ms): 15328.9, Avg(ms): 79.1, 50th(ms): 67.1, 90th(ms): 96.5, 95th(ms): 184.5, 99th(ms): 268.4, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 23, TPM: 139.4, Sum(ms): 70.3, Avg(ms): 3.1, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 9.9, Count: 199, TPM: 1204.7, Sum(ms): 16587.4, Avg(ms): 83.5, 50th(ms): 71.3, 90th(ms): 96.5, 95th(ms): 192.9, 99th(ms): 335.5, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 17, TPM: 106.7, Sum(ms): 64.4, Avg(ms): 3.8, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.5, Count: 19, TPM: 120.6, Sum(ms): 7774.9, Avg(ms): 410.2, 50th(ms): 369.1, 90th(ms): 536.9, 95th(ms): 570.4, 99th(ms): 738.2, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 205, TPM: 1234.6, Sum(ms): 15259.2, Avg(ms): 74.5, 50th(ms): 65.0, 90th(ms): 83.9, 95th(ms): 151.0, 99th(ms): 251.7, 99.9th(ms): 260.0, Max(ms): 260.0
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 26, TPM: 157.4, Sum(ms): 80.4, Avg(ms): 3.1, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 201, TPM: 1208.1, Sum(ms): 16649.4, Avg(ms): 83.0, 50th(ms): 71.3, 90th(ms): 142.6, 95th(ms): 167.8, 99th(ms): 226.5, 99.9th(ms): 268.4, Max(ms): 268.4
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 18, TPM: 112.6, Sum(ms): 78.9, Avg(ms): 4.3, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 4.7, 99th(ms): 22.0, 99.9th(ms): 22.0, Max(ms): 22.0
[Current] DELIVERY - Takes(s): 8.9, Count: 11, TPM: 73.8, Sum(ms): 5035.3, Avg(ms): 459.1, 50th(ms): 469.8, 90th(ms): 604.0, 95th(ms): 604.0, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 231, TPM: 1389.2, Sum(ms): 18360.4, Avg(ms): 79.4, 50th(ms): 67.1, 90th(ms): 117.4, 95th(ms): 151.0, 99th(ms): 318.8, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 22, TPM: 132.2, Sum(ms): 70.2, Avg(ms): 3.2, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 209, TPM: 1254.7, Sum(ms): 16518.7, Avg(ms): 79.0, 50th(ms): 71.3, 90th(ms): 100.7, 95th(ms): 142.6, 99th(ms): 218.1, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 17, TPM: 102.1, Sum(ms): 59.1, Avg(ms): 3.4, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.4, Count: 17, TPM: 108.0, Sum(ms): 7821.4, Avg(ms): 461.9, 50th(ms): 369.1, 90th(ms): 637.5, 95th(ms): 738.2, 99th(ms): 939.5, 99.9th(ms): 939.5, Max(ms): 939.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 202, TPM: 1214.0, Sum(ms): 17166.3, Avg(ms): 85.2, 50th(ms): 67.1, 90th(ms): 130.0, 95th(ms): 184.5, 99th(ms): 335.5, 99.9th(ms): 503.3, Max(ms): 503.3
[Current] ORDER_STATUS - Takes(s): 9.4, Count: 19, TPM: 121.6, Sum(ms): 61.4, Avg(ms): 3.3, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.7, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 171, TPM: 1027.7, Sum(ms): 14713.5, Avg(ms): 86.0, 50th(ms): 71.3, 90th(ms): 130.0, 95th(ms): 176.2, 99th(ms): 302.0, 99.9th(ms): 318.8, Max(ms): 318.8
[Current] STOCK_LEVEL - Takes(s): 7.3, Count: 17, TPM: 139.2, Sum(ms): 60.8, Avg(ms): 3.5, 50th(ms): 3.7, 90th(ms): 4.7, 95th(ms): 5.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.8, Count: 25, TPM: 153.2, Sum(ms): 9922.0, Avg(ms): 395.9, 50th(ms): 352.3, 90th(ms): 520.1, 95th(ms): 520.1, 99th(ms): 704.6, 99.9th(ms): 704.6, Max(ms): 704.6
[Current] NEW_ORDER - Takes(s): 9.9, Count: 177, TPM: 1070.7, Sum(ms): 14771.1, Avg(ms): 83.3, 50th(ms): 67.1, 90th(ms): 142.6, 95th(ms): 209.7, 99th(ms): 285.2, 99.9th(ms): 369.1, Max(ms): 369.1
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 23, TPM: 141.0, Sum(ms): 70.1, Avg(ms): 3.1, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 185, TPM: 1112.2, Sum(ms): 15307.0, Avg(ms): 82.7, 50th(ms): 71.3, 90th(ms): 130.0, 95th(ms): 167.8, 99th(ms): 243.3, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 20, TPM: 123.5, Sum(ms): 72.2, Avg(ms): 3.6, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 5.2, 99th(ms): 6.3, 99.9th(ms): 6.3, Max(ms): 6.3
[Current] DELIVERY - Takes(s): 9.6, Count: 17, TPM: 106.8, Sum(ms): 7227.4, Avg(ms): 421.4, 50th(ms): 436.2, 90th(ms): 520.1, 95th(ms): 536.9, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 210, TPM: 1260.7, Sum(ms): 16293.1, Avg(ms): 77.7, 50th(ms): 71.3, 90th(ms): 113.2, 95th(ms): 142.6, 99th(ms): 218.1, 99.9th(ms): 226.5, Max(ms): 226.5
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 20, TPM: 126.5, Sum(ms): 60.4, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 204, TPM: 1229.7, Sum(ms): 16333.2, Avg(ms): 80.2, 50th(ms): 71.3, 90th(ms): 100.7, 95th(ms): 134.2, 99th(ms): 285.2, 99.9th(ms): 302.0, Max(ms): 302.0
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 20, TPM: 121.8, Sum(ms): 77.2, Avg(ms): 3.9, 50th(ms): 3.7, 90th(ms): 5.8, 95th(ms): 5.8, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.6, Count: 17, TPM: 106.4, Sum(ms): 6527.6, Avg(ms): 380.0, 50th(ms): 352.3, 90th(ms): 436.2, 95th(ms): 486.5, 99th(ms): 637.5, 99.9th(ms): 637.5, Max(ms): 637.5
[Current] NEW_ORDER - Takes(s): 9.9, Count: 207, TPM: 1253.4, Sum(ms): 16079.3, Avg(ms): 77.8, 50th(ms): 65.0, 90th(ms): 92.3, 95th(ms): 192.9, 99th(ms): 218.1, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 20, TPM: 122.0, Sum(ms): 59.9, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 226, TPM: 1356.9, Sum(ms): 17129.7, Avg(ms): 75.8, 50th(ms): 71.3, 90th(ms): 88.1, 95th(ms): 109.1, 99th(ms): 226.5, 99.9th(ms): 302.0, Max(ms): 302.0
[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 15, TPM: 95.2, Sum(ms): 53.7, Avg(ms): 3.6, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.5, Count: 21, TPM: 132.9, Sum(ms): 8243.0, Avg(ms): 393.1, 50th(ms): 369.1, 90th(ms): 520.1, 95th(ms): 536.9, 99th(ms): 604.0, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] NEW_ORDER - Takes(s): 9.9, Count: 202, TPM: 1224.1, Sum(ms): 15537.0, Avg(ms): 77.0, 50th(ms): 67.1, 90th(ms): 109.1, 95th(ms): 159.4, 99th(ms): 243.3, 99.9th(ms): 268.4, Max(ms): 268.4
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 13, TPM: 80.2, Sum(ms): 39.1, Avg(ms): 2.9, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 3.7, 99.9th(ms): 3.7, Max(ms): 3.7
[Current] PAYMENT - Takes(s): 10.0, Count: 188, TPM: 1128.3, Sum(ms): 15937.4, Avg(ms): 85.0, 50th(ms): 71.3, 90th(ms): 125.8, 95th(ms): 192.9, 99th(ms): 260.0, 99.9th(ms): 302.0, Max(ms): 302.0
[Current] STOCK_LEVEL - Takes(s): 9.3, Count: 6, TPM: 38.7, Sum(ms): 22.3, Avg(ms): 3.7, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] DELIVERY - Takes(s): 9.9, Count: 10, TPM: 60.5, Sum(ms): 4346.8, Avg(ms): 434.5, 50th(ms): 436.2, 90th(ms): 536.9, 95th(ms): 536.9, 99th(ms): 536.9, 99.9th(ms): 536.9, Max(ms): 536.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 205, TPM: 1232.6, Sum(ms): 16604.6, Avg(ms): 81.0, 50th(ms): 67.1, 90th(ms): 104.9, 95th(ms): 159.4, 99th(ms): 486.5, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 17, TPM: 103.9, Sum(ms): 54.1, Avg(ms): 3.1, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 236, TPM: 1419.0, Sum(ms): 18517.2, Avg(ms): 78.5, 50th(ms): 71.3, 90th(ms): 96.5, 95th(ms): 121.6, 99th(ms): 226.5, 99.9th(ms): 486.5, Max(ms): 486.5
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 28, TPM: 169.6, Sum(ms): 103.6, Avg(ms): 3.7, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.8, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.9, Count: 15, TPM: 91.3, Sum(ms): 5912.9, Avg(ms): 393.7, 50th(ms): 385.9, 90th(ms): 453.0, 95th(ms): 453.0, 99th(ms): 570.4, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 218, TPM: 1313.0, Sum(ms): 16737.3, Avg(ms): 76.9, 50th(ms): 67.1, 90th(ms): 117.4, 95th(ms): 151.0, 99th(ms): 226.5, 99.9th(ms): 260.0, Max(ms): 260.0
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 15, TPM: 94.9, Sum(ms): 41.6, Avg(ms): 2.8, 50th(ms): 2.6, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 9.9, Count: 221, TPM: 1338.3, Sum(ms): 17764.3, Avg(ms): 80.7, 50th(ms): 71.3, 90th(ms): 104.9, 95th(ms): 151.0, 99th(ms): 226.5, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] STOCK_LEVEL - Takes(s): 7.9, Count: 18, TPM: 137.1, Sum(ms): 63.0, Avg(ms): 3.5, 50th(ms): 3.7, 90th(ms): 4.7, 95th(ms): 4.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.7, Count: 16, TPM: 99.1, Sum(ms): 6732.1, Avg(ms): 420.0, 50th(ms): 369.1, 90th(ms): 520.1, 95th(ms): 536.9, 99th(ms): 671.1, 99.9th(ms): 671.1, Max(ms): 671.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 230, TPM: 1380.2, Sum(ms): 17105.7, Avg(ms): 74.4, 50th(ms): 67.1, 90th(ms): 88.1, 95th(ms): 151.0, 99th(ms): 218.1, 99.9th(ms): 243.3, Max(ms): 243.3
[Current] ORDER_STATUS - Takes(s): 9.0, Count: 15, TPM: 99.5, Sum(ms): 45.3, Avg(ms): 3.0, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 201, TPM: 1207.1, Sum(ms): 16122.1, Avg(ms): 80.2, 50th(ms): 75.5, 90th(ms): 96.5, 95th(ms): 121.6, 99th(ms): 218.1, 99.9th(ms): 335.5, Max(ms): 335.5
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 14, TPM: 84.0, Sum(ms): 49.2, Avg(ms): 3.5, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] DELIVERY - Takes(s): 9.1, Count: 17, TPM: 112.5, Sum(ms): 6651.6, Avg(ms): 388.3, 50th(ms): 369.1, 90th(ms): 385.9, 95th(ms): 604.0, 99th(ms): 637.5, 99.9th(ms): 637.5, Max(ms): 637.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 210, TPM: 1263.5, Sum(ms): 15633.3, Avg(ms): 74.5, 50th(ms): 67.1, 90th(ms): 92.3, 95th(ms): 142.6, 99th(ms): 184.5, 99.9th(ms): 209.7, Max(ms): 209.7
[Current] ORDER_STATUS - Takes(s): 9.7, Count: 20, TPM: 123.7, Sum(ms): 62.8, Avg(ms): 3.1, 50th(ms): 3.1, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 10.0, Count: 183, TPM: 1101.1, Sum(ms): 17565.9, Avg(ms): 95.8, 50th(ms): 71.3, 90th(ms): 92.3, 95th(ms): 125.8, 99th(ms): 973.1, 99.9th(ms): 973.1, Max(ms): 973.1
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 20, TPM: 123.7, Sum(ms): 70.6, Avg(ms): 3.5, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 5.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] DELIVERY - Takes(s): 9.6, Count: 14, TPM: 87.2, Sum(ms): 5796.8, Avg(ms): 414.0, 50th(ms): 385.9, 90th(ms): 503.3, 95th(ms): 503.3, 99th(ms): 637.5, 99.9th(ms): 637.5, Max(ms): 637.5
[Current] NEW_ORDER - Takes(s): 9.9, Count: 222, TPM: 1341.3, Sum(ms): 17562.4, Avg(ms): 79.1, 50th(ms): 75.5, 90th(ms): 88.1, 95th(ms): 134.2, 99th(ms): 176.2, 99.9th(ms): 469.8, Max(ms): 469.8
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 15, TPM: 91.3, Sum(ms): 47.5, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] PAYMENT - Takes(s): 10.0, Count: 198, TPM: 1190.6, Sum(ms): 16211.9, Avg(ms): 81.9, 50th(ms): 75.5, 90th(ms): 92.3, 95th(ms): 100.7, 99th(ms): 159.4, 99.9th(ms): 453.0, Max(ms): 453.0
[Current] STOCK_LEVEL - Takes(s): 8.8, Count: 15, TPM: 101.8, Sum(ms): 50.1, Avg(ms): 3.4, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 3.7, 99th(ms): 5.2, 99.9th(ms): 5.2, Max(ms): 5.2
[Current] DELIVERY - Takes(s): 9.9, Count: 20, TPM: 120.9, Sum(ms): 7620.1, Avg(ms): 383.4, 50th(ms): 385.9, 90th(ms): 402.7, 95th(ms): 419.4, 99th(ms): 436.2, 99.9th(ms): 436.2, Max(ms): 436.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 215, TPM: 1294.2, Sum(ms): 15413.2, Avg(ms): 71.8, 50th(ms): 71.3, 90th(ms): 83.9, 95th(ms): 88.1, 99th(ms): 134.2, 99.9th(ms): 142.6, Max(ms): 142.6
[Current] ORDER_STATUS - Takes(s): 9.6, Count: 18, TPM: 113.0, Sum(ms): 55.4, Avg(ms): 3.1, 50th(ms): 3.1, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 4.2, 99.9th(ms): 4.2, Max(ms): 4.2
[Current] PAYMENT - Takes(s): 9.9, Count: 218, TPM: 1314.6, Sum(ms): 16967.5, Avg(ms): 77.9, 50th(ms): 75.5, 90th(ms): 88.1, 95th(ms): 96.5, 99th(ms): 151.0, 99.9th(ms): 167.8, Max(ms): 167.8
[Current] STOCK_LEVEL - Takes(s): 9.2, Count: 20, TPM: 130.2, Sum(ms): 66.8, Avg(ms): 3.3, 50th(ms): 3.7, 90th(ms): 4.2, 95th(ms): 4.2, 99th(ms): 4.7, 99.9th(ms): 4.7, Max(ms): 4.7
[Current] DELIVERY - Takes(s): 8.8, Count: 20, TPM: 136.4, Sum(ms): 7553.6, Avg(ms): 377.1, 50th(ms): 352.3, 90th(ms): 419.4, 95th(ms): 419.4, 99th(ms): 738.2, 99.9th(ms): 738.2, Max(ms): 738.2
[Current] NEW_ORDER - Takes(s): 10.0, Count: 233, TPM: 1400.6, Sum(ms): 15980.1, Avg(ms): 68.6, 50th(ms): 67.1, 90th(ms): 79.7, 95th(ms): 83.9, 99th(ms): 151.0, 99.9th(ms): 167.8, Max(ms): 167.8
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 23, TPM: 139.9, Sum(ms): 73.9, Avg(ms): 3.2, 50th(ms): 3.7, 90th(ms): 3.7, 95th(ms): 4.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
[Current] PAYMENT - Takes(s): 10.0, Count: 223, TPM: 1343.2, Sum(ms): 16388.7, Avg(ms): 73.6, 50th(ms): 71.3, 90th(ms): 83.9, 95th(ms): 92.3, 99th(ms): 142.6, 99.9th(ms): 151.0, Max(ms): 151.0
[Current] STOCK_LEVEL - Takes(s): 9.5, Count: 12, TPM: 75.8, Sum(ms): 46.5, Avg(ms): 3.8, 50th(ms): 3.7, 90th(ms): 5.2, 95th(ms): 5.2, 99th(ms): 5.8, 99.9th(ms): 5.8, Max(ms): 5.8
Finished
[Summary] DELIVERY - Takes(s): 599.4, Count: 1097, TPM: 109.8, Sum(ms): 448299.1, Avg(ms): 408.5, 50th(ms): 369.1, 90th(ms): 570.4, 95th(ms): 637.5, 99th(ms): 805.3, 99.9th(ms): 939.5, Max(ms): 939.5
[Summary] NEW_ORDER - Takes(s): 599.9, Count: 12279, TPM: 1228.1, Sum(ms): 960405.7, Avg(ms): 78.3, 50th(ms): 67.1, 90th(ms): 100.7, 95th(ms): 167.8, 99th(ms): 302.0, 99.9th(ms): 453.0, Max(ms): 738.2
[Summary] NEW_ORDER_ERR - Takes(s): 599.9, Count: 1, TPM: 0.1, Sum(ms): 13.8, Avg(ms): 13.9, 50th(ms): 14.2, 90th(ms): 14.2, 95th(ms): 14.2, 99th(ms): 14.2, 99.9th(ms): 14.2, Max(ms): 14.2
